edge_type_id target_query source_query syn_weight model_template delay weight_function distance_range target_sections dynamics_params
100 * pop_name=='tON' 0.001 exp2syn 2.0 NULL "[0.0, 150.0]" "['basal', 'apical']" AMPA_ExcToExc.json
